observer,date,site,start_time,end_time,time_of_capture,body_temperature_c,microhabitat_type,microhabitat_temperature_c,species_capture,life_stage,sex,bd_swab_tube_id,dry_swab_tube_id,crispr_swab_tube_id,bacterial_swab_tube_id,mucusome_id,amp_id_1,amp_id_2,amp_id_3,amp_id_4,antibody_id_1,antibody_id_2,antibody_id_3,antibody_id_4,toe_clip_tube_id,capture_comments,survey_time,detection_type,temp_cap_id
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:27:00,21.4,water,22,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,199
brandon hoenig,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:27:00,NA,dry ground,NA,Rana catesbeiana,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,200
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:45:00,19.2,water,22.1,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,201
brandon hoenig,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,23:05:00,17.4,dry ground,18.4,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,202
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,22:04:00,23.6,water,23.8,Rana clamitans,adult,male,NA,DrySwab00056,CRSwab00045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,203
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,22:15:00,22.5,wet ground,22.8,Rana clamitans,adult,female,NA,DrySwab00060,CRSwab00049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,204
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,22:16:00,25.6,water,26,Rana catesbeiana,adult,female,BdSwab00154,DrySwab00043,CRSwab00032,BacSwab00153,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00073,NA,night,capture,205
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,22:17:00,22.8,wet ground,23.1,Rana clamitans,adult,female,NA,DrySwab00057,CRSwab00046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,206
sydney dawson,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,22:19:00,22.1,tree/log/bush (lower than 1m),21.9,NA,adult,female,BdSwab00164,DrySwab00053,CRSwab00042,BacSwab00163,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00079,NA,night,capture,207
NA,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,22:28:00,24,water,23.6,Rana clamitans,adult,female,NA,DrySwab00058,CRSwab00047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,208
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,22:35:00,22.1,water,22.2,Rana catesbeiana,adult,female,BdSwab00155,DrySwab00044,CRSwab00033,BacSwab00154,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00066,NA,night,capture,209
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,22:47:00,25.5,water,25.6,Rana catesbeiana,adult,female,BdSwab00163,DrySwab00052,CRSwab00041,BacSwab00162,MucBath00048,NA,NA,NA,NA,AntiBod00049,NA,NA,NA,ToeClip00078,NA,night,capture,210
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,22:52:00,24.1,tree/log/bush (lower than 1m),24,Hyla versicolor,juvenile,unknown,NA,DrySwab00061,CRSwab00050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,211
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,22:55:00,NA,water,25.5,Rana catesbeiana,adult,female,BdSwab00159,DrySwab00048,CRSwab00037,BacSwab00158,MucBath00044,AMPBath00044,NA,NA,NA,AntiBod00044,NA,NA,NA,ToeClip00077,NA,night,capture,212
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,22:57:00,22.9,water,23,Rana catesbeiana,adult,female,BdSwab00157,DrySwab00046,CRSwab00035,BacSwab00156,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00072,NA,night,capture,213
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,23:01:00,22.9,water,22.9,Rana catesbeiana,juvenile,unknown,BdSwab00152,DrySwab00041,CRSwab00030,BacSwab00151,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00071,NA,night,capture,214
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,23:08:00,22.9,water,23.3,Rana catesbeiana,adult,female,BdSwab00162,DrySwab00051,CRSwab00040,BacSwab00161,MucBath00047,AMPBath00047,NA,NA,NA,NA,NA,NA,NA,ToeClip00075,NA,night,capture,215
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,23:13:00,25.1,wet ground,25.3,Rana catesbeiana,adult,female,BdSwab00153,DrySwab00042,CRSwab00031,BacSwab00152,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00070,NA,night,capture,216
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,23:16:00,25.4,water,25.1,Rana clamitans,juvenile,unknown,NA,DrySwab00055,CRSwab00044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,217
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,23:19:00,23.9,water,23.7,Rana clamitans,adult,male,NA,DrySwab00059,CRSwab00048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,218
NA,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,23:22:00,28.4,water,23.5,Rana catesbeiana,adult,female,BdSwab00161,DrySwab00050,CRSwab00039,BacSwab00160,MucBath00046,AMPBath00046,NA,NA,NA,AntiBod00047,NA,NA,NA,ToeClip00074,NA,night,capture,219
brandon hoenig,2022-07-11T00:00:00Z,rv pond,22:04:00,00:04:00,23:30:00,23.9,water,24.6,Rana catesbeiana,adult,female,BdSwab00151,DrySwab00040,CRSwab00029,BacSwab00150,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00069,NA,night,capture,220
sydney dawson,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,23:33:00,24.2,water,24.4,Rana clamitans,adult,male,NA,DrySwab00054,CRSwab00043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,221
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,23:33:00,25,water,25.1,Rana catesbeiana,adult,female,BdSwab00156,DrySwab00045,CRSwab00034,BacSwab00155,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00068,NA,night,capture,222
myah madril,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,23:37:00,22.8,water,23.1,Rana catesbeiana,adult,female,BdSwab00158,DrySwab00047,CRSwab00036,BacSwab00157,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00067,NA,night,capture,223
sydney dawson,2022-07-11T00:00:00Z,rv pond,22:12:00,00:04:00,23:40:00,NA,water,NA,Rana catesbeiana,juvenile,unknown,BdSwab00160,DrySwab00049,CRSwab00038,BacSwab00159,MucBath00045,AMPBath00045,NA,NA,NA,AntiBod00046,NA,NA,NA,ToeClip00076,NA,night,capture,224
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,22:02:00,19.7,wet ground,20.1,Rana catesbeiana,juvenile,unknown,BdSwab00190,DrySwab00087,CRSwab00076,BacSwab00189,MucBath00000,AMPBath00000,NA,NA,NA,AntiBod00000,NA,AntiBod00000,AntiBod00000,NA,NA,night,capture,225
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:03:00,21.7,wet ground,20.7,Rana catesbeiana,juvenile,unknown,BdSwab00181,DrySwab00078,CRSwab00067,BacSwab00180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,226
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:05:00,20.3,wet ground,21.7,Rana catesbeiana,juvenile,unknown,BdSwab00175,DrySwab00072,CRSwab00061,BacSwab00174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,227
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,22:06:00,21.9,wet ground,22,Rana catesbeiana,juvenile,unknown,BdSwab00180,DrySwab00077,CRSwab00066,BacSwab00179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,228
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:08:00,22.3,water,22.1,Rana catesbeiana,juvenile,unknown,BdSwab00179,DrySwab00076,CRSwab00065,BacSwab00178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,229
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,22:09:00,20.9,wet ground,21,Rana catesbeiana,juvenile,unknown,BdSwab00184,DrySwab00081,CRSwab00070,BacSwab00183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,230
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:10:00,20,water,21.3,Rana catesbeiana,juvenile,unknown,BdSwab00178,DrySwab00075,CRSwab00064,BacSwab00177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,231
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,22:17:00,NA,water,NA,Rana clamitans,NA,NA,BdSwab00000,DrySwab00000,CRSwab00000,BacSwab00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,232
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:24:00,20,wet ground,19.4,Rana catesbeiana,adult,female,BdSwab00189,DrySwab00086,CRSwab00075,BacSwab00188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,233
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:28:00,23.2,water,23.1,Rana catesbeiana,adult,female,BdSwab00172,DrySwab00069,CRSwab00058,BacSwab00171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,234
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,22:28:00,24.9,wet ground,24.4,Rana catesbeiana,adult,female,NA,DrySwab00089,CRSwab00078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,235
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:34:00,23.4,water,23.4,Rana catesbeiana,adult,female,BdSwab00177,DrySwab00074,CRSwab00063,BacSwab00176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,236
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:48:00,22.9,water,23.2,Rana catesbeiana,adult,female,BdSwab00188,DrySwab00085,CRSwab00074,BacSwab00187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,237
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,22:50:00,NA,water,21.7,Rana catesbeiana,juvenile,female,BdSwab00170,DrySwab00067,CRSwab00056,BacSwab00169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,238
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,22:51:00,21.3,water,22,Rana catesbeiana,adult,female,BdSwab00176,DrySwab00073,CRSwab00062,BacSwab00175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,239
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,22:57:00,20.7,water,21.5,Rana catesbeiana,juvenile,unknown,BdSwab00187,DrySwab00084,CRSwab00073,BacSwab00186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,240
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,22:59:00,22.5,water,21.3,Rana catesbeiana,adult,male,BdSwab00168,DrySwab00065,CRSwab00054,BacSwab00167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,241
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,23:13:00,18.8,wet ground,19,Rana catesbeiana,juvenile,unknown,BdSwab00183,DrySwab00080,CRSwab00069,BacSwab00182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,242
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,23:15:00,21.4,water,22.4,Rana catesbeiana,adult,female,BdSwab00167,DrySwab00064,CRSwab00053,BacSwab00166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,243
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,23:19:00,19,wet ground,19.3,Rana catesbeiana,adult,female,NA,DrySwab00091,CRSwab00079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,244
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,23:24:00,23.8,water,23.7,Rana catesbeiana,adult,female,BdSwab00166,DrySwab00063,CRSwab00052,BacSwab00165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,245
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,23:25:00,NA,water,22.1,Rana catesbeiana,adult,female,BdSwab00171,DrySwab00068,CRSwab00057,BacSwab00170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,246
NA,2022-07-12T00:00:00Z,rv pond,22:06:00,NA,23:30:00,23.2,water,23.4,Rana clamitans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,247
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,23:33:00,22.7,water,NA,Rana catesbeiana,adult,female,BdSwab00169,DrySwab00066,CRSwab00055,BacSwab00168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,248
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,23:36:00,18.9,water,20.8,Rana catesbeiana,adult,female,BdSwab00174,DrySwab00071,CRSwab00060,BacSwab00173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,249
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,23:42:00,18.2,water,22.4,Rana catesbeiana,adult,female,BdSwab00173,DrySwab00070,CRSwab00059,BacSwab00172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,250
sydney dawson,2022-07-12T00:00:00Z,rv pond,22:06:00,23:59:00,23:42:00,NA,water,22.6,Rana catesbeiana,juvenile,unknown,BdSwab00185,DrySwab00082,CRSwab00071,BacSwab00184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,251
NA,2022-07-12T00:00:00Z,rv pond,22:06:00,NA,23:44:00,21.8,water,22.1,Rana clamitans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,252
brandon hoenig,2022-07-12T00:00:00Z,rv pond,22:00:00,00:00:00,23:52:00,23.4,water,23.4,Rana catesbeiana,adult,female,BdSwab00186,DrySwab00083,CRSwab00072,BacSwab00185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,253
myah madril,2022-07-12T00:00:00Z,rv pond,22:03:00,00:00:00,23:55:00,21.5,water,21.8,Rana catesbeiana,adult,female,BdSwab00165,DrySwab00062,CRSwab00051,BacSwab00164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,254
NA,2022-07-12T00:00:00Z,rv pond,22:06:00,NA,23:00:00,NA,NA,NA,Rana catesbeiana,juvenile,unknown,BdSwab00191,DrySwab00088,CRSwab00077,BacSwab00190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,255
NA,2022-07-12T00:00:00Z,rv pond,22:06:00,NA,23:00:00,NA,NA,NA,Rana catesbeiana,juvenile,unknown,BdSwab00182,DrySwab00079,CRSwab00068,BacSwab00181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,256
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:01:00,22.1,wet ground,22.1,Rana catesbeiana,adult,female,BdSwab00213,DrySwab00112,CRSwab00101,BacSwab00212,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00095,NA,night,capture,257
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:03:00,21.3,tree/log/bush (lower than 1m),22,Rana pipiens,juvenile,unknown,BdSwab00195,DrySwab00094,CRSwab00083,BacSwab00194,NA,NA,NA,NA,NA,AntiBod00051,NA,NA,NA,ToeClip00115,NA,night,capture,258
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:03:00,21.3,tree/log/bush (lower than 1m),22,Rana catesbeiana,adult,female,BdSwab00200,DrySwab00099,CRSwab00088,BacSwab00199,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00082,NA,night,capture,259
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:04:00,21.9,wet ground,21.7,Rana catesbeiana,juvenile,unknown,BdSwab00225,DrySwab00124,CRSwab00113,BacSwab00224,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00107,NA,night,capture,260
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,22:07:00,21.6,wet ground,22,Rana catesbeiana,adult,female,BdSwab00204,DrySwab00102,CRSwab00091,BacSwab00202,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00085,NA,night,capture,261
NA,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:42:00,22:07:00,21.7,wet ground,21.7,Rana clamitans,juvenile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,262
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:09:00,21.9,water,21.9,Rana catesbeiana,adult,female,BdSwab00210,DrySwab00109,CRSwab00098,BacSwab00209,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00092,NA,night,capture,263
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,22:12:00,22.5,tree/log/bush (lower than 1m),22.5,Rana catesbeiana,juvenile,unknown,BdSwab00208,DrySwab00107,CRSwab00096,BacSwab00207,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00090,NA,night,capture,264
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:12:00,21.8,wet ground,21.3,Rana catesbeiana,adult,female,BdSwab00206,DrySwab00105,CRSwab00094,BacSwab00205,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00088,NA,night,capture,265
NA,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:42:00,22:12:00,21.8,wet ground,21.8,Rana clamitans,juvenile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,266
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:14:00,22.3,water,22.8,Rana catesbeiana,adult,female,BdSwab00192,DrySwab00090,CRSwab00080,BacSwab00191,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00080,NA,night,capture,267
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:14:00,21.3,wet ground,21.3,Rana catesbeiana,adult,female,BdSwab00209,DrySwab00108,CRSwab00097,BacSwab00208,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00091,NA,night,capture,268
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:16:00,22.3,wet ground,22.4,Rana catesbeiana,adult,female,BdSwab00214,DrySwab00113,CRSwab00102,BacSwab00213,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00096,NA,night,capture,269
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,22:16:00,22.9,water,22.4,Rana catesbeiana,adult,female,BdSwab00211,DrySwab00110,CRSwab00099,BacSwab00210,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00093,NA,night,capture,270
NA,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:42:00,22:28:00,21.4,wet ground,22.5,Rana clamitans,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,271
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:30:00,21.8,wet ground,21.2,Rana catesbeiana,juvenile,unknown,BdSwab00218,DrySwab00117,CRSwab00106,BacSwab00217,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00100,NA,night,capture,272
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:31:00,22.4,tree/log/bush (lower than 1m),22.8,Rana catesbeiana,adult,female,BdSwab00231,DrySwab00130,CRSwab00119,BacSwab00230,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00113,NA,night,capture,273
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:40:00,22.9,tree/log/bush (lower than 1m),22.9,Rana catesbeiana,juvenile,unknown,BdSwab00227,DrySwab00126,CRSwab00115,BacSwab00226,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00109,NA,night,capture,274
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,22:41:00,NA,water,NA,Rana catesbeiana,adult,female,BdSwab00193,DrySwab00092,CRSwab00081,BacSwab00192,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00081,NA,night,capture,275
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:44:00,22.4,water,22.8,Rana catesbeiana,juvenile,unknown,BdSwab00215,DrySwab00114,CRSwab00103,BacSwab00214,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00097,NA,night,capture,276
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,22:47:00,23.2,water,22.8,Rana catesbeiana,juvenile,unknown,BdSwab00201,DrySwab00100,CRSwab00089,BacSwab00200,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00083,NA,night,capture,277
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:47:00,22.4,water,22.6,Rana catesbeiana,juvenile,unknown,BdSwab00222,DrySwab00121,CRSwab00110,BacSwab00221,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00104,NA,night,capture,278
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:49:00,22.4,water,22.6,Rana catesbeiana,adult,female,BdSwab00226,DrySwab00125,CRSwab00114,BacSwab00225,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00108,NA,night,capture,279
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,22:51:00,NA,water,NA,Rana catesbeiana,adult,female,NA,DrySwab00103,CRSwab00092,BacSwab00203,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00086,NA,night,capture,280
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:52:00,22.2,water,22.2,Rana catesbeiana,juvenile,unknown,BdSwab00224,DrySwab00123,CRSwab00112,BacSwab00223,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00106,NA,night,capture,281
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,22:54:00,21.2,wet ground,21.6,Rana catesbeiana,juvenile,unknown,BdSwab00207,DrySwab00106,CRSwab00095,BacSwab00206,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00089,NA,night,capture,282
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,22:57:00,22.3,water,22.5,Rana catesbeiana,adult,female,BdSwab00228,DrySwab00127,CRSwab00116,BacSwab00227,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00110,NA,night,capture,283
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,23:02:00,21.5,wet ground,21.6,Rana catesbeiana,adult,female,BdSwab00229,DrySwab00128,CRSwab00117,BacSwab00228,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00111,NA,night,capture,284
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,23:04:00,21.4,wet ground,21.3,Rana catesbeiana,adult,female,BdSwab00198,DrySwab00097,CRSwab00086,BacSwab00197,MucBath00054,AMPBath00054,NA,NA,NA,AntiBod00054,NA,NA,NA,ToeClip00118,NA,night,capture,285
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,23:06:00,NA,wet ground,NA,Rana catesbeiana,adult,female,BdSwab00199,DrySwab00098,CRSwab00087,BacSwab00198,MucBath00055,AMPBath00055,NA,NA,NA,AntiBod00055,NA,NA,NA,ToeClip00117,NA,night,capture,286
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,23:07:00,20.3,wet ground,20.8,Rana catesbeiana,adult,female,BdSwab00212,DrySwab00111,CRSwab00100,BacSwab00211,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00094,NA,night,capture,287
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,23:08:00,NA,wet ground,NA,Rana catesbeiana,adult,female,BdSwab00205,DrySwab00104,CRSwab00093,BacSwab00204,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00087,NA,night,capture,288
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,23:10:00,NA,wet ground,NA,Rana catesbeiana,adult,female,BdSwab00219,DrySwab00118,CRSwab00107,BacSwab00218,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00101,NA,night,capture,289
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,23:11:00,20.5,wet ground,20.4,Rana catesbeiana,juvenile,unknown,BdSwab00194,DrySwab00093,CRSwab00082,BacSwab00193,MucBath00050,AMPBath00050,NA,NA,NA,AntiBod00045,NA,NA,NA,ToeClip00114,NA,night,capture,290
sydney dawson,2022-07-18T00:00:00Z,tuttle pond,21:58:00,NA,23:12:00,NA,water,NA,Rana catesbeiana,adult,female,BdSwab00217,DrySwab00116,CRSwab00105,BacSwab00216,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00099,NA,night,capture,291
brandon hoenig,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:30:00,23:15:00,20.5,wet ground,20.6,Rana catesbeiana,adult,female,NA,NA,NA,NA,MucBath00052,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00119,NA,night,capture,292
myah madril,2022-07-18T00:00:00Z,tuttle pond,21:58:00,23:41:00,23:16:00,23.2,water,23.2,Rana catesbeiana,juvenile,unknown,BdSwab00216,DrySwab00115,CRSwab00104,BacSwab00215,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00098,NA,night,capture,293
